22_MOUSE		0.78371114	0.59750026	0.5770906	0.052005768	0.2665705	0.8123515	0.65870786	0.35139543	0.9016194	0.6987117	0.26577407	0.5997761	0.6851548	0.15142941	0.6336282	0.8054241	0.10833871	0.2409839	0.15210575	0.26799864	0.1512199	0.7610189	0.13341868	0.1839819	0.30569518	0.6384666	0.4255718	0.39877522	0.42274952	0.27579862
26_STRPU	0.022315502	0.45814615	0.166017	0.48333615	0.07227743	0.33106703	0.5672433	0.6661762	0.57750773	0.27603918	0.4399804	0.20909971	0.7338296	0.55839735	0.5748691	0.26324445	0.37547994	0.43541414	0.6993313	0.8189409	0.8003589	0.63198274	0.32870322	0.49993324	0.8983693	0.39842713	0.81888103	0.82009625	0.5268572	0.9637363
CED4_CAEEL	0.9148032	0.8405128	0.012123883	0.29322803	0.74576306	0.22377026	0.6703387	0.27943718	0.4941656	0.4264493	0.77733624	0.5586278	0.80912066	0.27130038	0.7452295	0.038090885	0.35351253	0.35944784	0.73315024	0.44229758	0.7693548	0.8226704	0.20649618	0.005617857	0.38089538	0.269539	0.31870037	0.13793111	0.39077634	0.58074
8_BRAFL	0.5047585	0.014883757	0.377401	0.48269123	0.50767475	0.6602764	0.99045116	0.73960084	0.6968868	0.023185313	0.7383163	0.9080976	0.04897803	0.65167266	0.24122387	0.091759026	0.44109637	0.9386579	0.8154266	0.10219842	0.93010026	0.18970132	0.48834926	0.10637838	0.7573042	0.3286727	0.7066951	0.8346655	0.8096838	0.3227895
20_NEMVE	0.9768569	0.9996147	0.8915258	0.046142817	0.31038904	0.88098776	0.2019102	0.49907905	0.6807198	0.3581037	0.98734415	0.013758063	0.2277906	0.6969632	0.13771409	0.2736014	0.87509215	0.44795954	0.037992775	0.8915226	0.5019486	0.09231347	0.8764624	0.6797758	0.19932872	0.9441761	0.76935184	0.11956686	0.2394998	0.013804674
21_NEMVE	0.99662143	0.43347305	0.7211908	0.44911522	0.68716383	0.87606186	0.8784068	0.072669804	0.8550648	0.70136636	0.43159175	0.83380276	0.511034	0.8191604	0.23653138	0.5067933	0.9720618	0.5100142	0.67442864	0.13204414	0.6132879	0.09224582	0.504281	0.8550317	0.37261397	0.9980992	0.24749261	0.4449091	0.88251626	0.9633666
9_BRAFL	0.029138505	0.7392089	0.29469502	0.6214732	0.29814547	0.071924865	0.63964516	0.6425905	0.08070308	0.7987385	0.96107805	0.109133005	0.6813962	0.8753561	0.8486281	0.27510923	0.7819422	0.0034896731	0.30382013	0.4379815	0.1482048	0.70523816	0.88436294	0.8432803	0.04567486	0.28242683	0.6291049	0.3452021	0.5882881	0.56537116
3_BRAFL	0.54719585	0.72739184	0.6648757	0.64871794	0.21502721	0.92930335	0.56439596	0.08426899	0.84638125	0.9727876	0.67121017	0.7764199	0.7460376	0.7043656	0.5439719	0.7700984	0.31412524	0.890093	0.69828236	0.2895137	0.30514598	0.06674898	0.55930895	0.47493166	0.2573477	0.47563213	0.36439544	0.860977	0.36861706	0.5094982
2_BRAFL	0.5087544	0.4711749	0.40605485	0.28072876	0.62419695	0.5877431	0.8777735	0.07690632	0.949214	0.55182403	0.87522465	0.7814357	0.62940013	0.0068129897	0.99865466	0.49017686	0.02415198	0.6062392	0.22136152	0.0043381453	0.8858429	0.5484487	0.62266177	0.09484774	0.12147641	0.1944167	0.64538836	0.14942819	0.3974681	0.18429059
19_NEMVE	0.009954751	0.28162163	0.9621474	0.74527806	0.07029891	0.21764934	0.04737556	0.5214066	0.23224568	0.3144682	0.08303869	0.13828367	0.90500253	0.19856197	0.6819211	0.6176938	0.23276955	0.5633456	0.09652966	0.59271777	0.7950512	0.202681	0.2359038	0.34971756	0.38859445	0.9836112	0.6845006	0.9852812	0.5564467	0.033390045
37_BRAFL	0.7652061	0.2509883	0.43406636	0.3101704	0.015847027	0.9441666	0.79048187	0.0849365	0.43782037	0.35683805	0.48406595	0.84163815	0.16432834	0.3265803	0.38558125	0.12586498	0.3750162	0.7414749	0.6818895	0.87826383	0.1475057	0.9767141	0.22635978	0.48134655	0.73147255	0.1134572	0.68894583	0.84709823	0.40772527	0.98245925
25_STRPU	0.9218187	0.20193696	0.36705375	0.8788585	0.41500473	0.9174676	0.1354748	0.24505877	0.24471045	0.9805754	0.8841813	0.45159453	0.63237774	0.37643045	0.79594	0.79087776	0.17231083	0.17253405	0.4509099	0.7170596	0.2558514	0.59442973	0.5489495	0.76250297	0.9851427	0.80584246	0.60390335	0.5995041	0.38470078	0.37280566
31_CAEBR	0.014024377	0.27248824	0.47882807	0.13111532	0.8202325	0.14073455	0.425817	0.21267879	0.5280222	0.6197915	0.7423475	0.67154145	0.5162464	0.9077031	0.5230545	0.22773993	0.2916203	0.06222862	0.9736197	0.5004355	0.50460863	0.85523677	0.9967519	0.005443454	0.63151115	0.08387804	0.668003	0.5613242	0.2883138	0.544084
28_DROPS	0.33459687	0.38831407	0.59159744	0.76513165	0.590516	0.54182905	0.9660059	0.22480679	0.30332178	0.7339913	0.540107	0.9890662	0.17401952	0.5401442	0.32467997	0.18964851	0.43529022	0.33080047	0.8594299	0.12503356	0.373298	0.5216999	0.9038539	0.9673594	0.48485237	0.2950517	0.071614444	0.51884776	0.548923	0.35363847
Dark_DROME	0.42955774	0.39006305	0.4464199	0.45693457	0.94483984	0.58866954	0.65497774	0.026021302	0.036992967	0.29659742	0.37952924	0.4537878	0.22481781	0.57666963	0.86116517	0.521222	0.12747431	0.6533694	0.59573394	0.49268913	0.6399565	0.038775623	0.7525205	0.676752	0.5382725	0.17160785	0.7279858	0.018724203	0.74025416	0.96828485
29_AEDAE	0.41889042	0.30180222	0.9432366	0.07900661	0.8252364	0.8309568	0.94727296	0.043853164	0.07154006	0.75407535	0.04757887	0.5640981	0.89330906	0.025036871	0.9161742	0.86834425	0.30569214	0.16101968	0.19196743	0.55329955	0.2376638	0.50954825	0.9406819	0.22225213	0.7654984	0.4783678	0.439075	0.9034269	0.5544954	0.74261016
30_TRICA	0.66797227	0.29388553	0.761889	0.6189201	0.0799939	0.79657155	0.9636778	0.765911	0.8328702	0.5682293	0.3439411	0.9558019	0.76843274	0.10958725	0.080387056	0.57526916	0.06936699	0.55737495	0.43085206	0.60696536	0.16736889	0.79703665	0.7818039	0.3599757	0.11235565	0.83763826	0.8742996	0.04149121	0.07583898	0.874297
34_BRAFL	0.5411213	0.16759205	0.8636137	0.92195934	0.73991483	0.7132892	0.4928069	0.41662794	0.07314789	0.10653639	0.86344564	0.34090668	0.6717915	0.624083	0.9705569	0.100354016	0.5641225	0.28570926	0.6830299	0.9315828	0.9353971	0.9451032	0.91181654	0.2039181	0.9429221	0.30857056	0.6323992	0.7409572	0.62195057	0.08570492
35_BRAFL	0.1728239	0.65941125	0.49166912	0.28849614	0.9651143	0.13862622	0.54127324	0.88716054	0.4488088	0.69928837	0.59081095	0.03290528	0.4530745	0.7037293	0.5303169	0.94117194	0.43886697	0.8783286	0.54706705	0.2555642	0.80354255	0.20172459	0.26101768	0.38518256	0.7139647	0.76750255	0.26220912	0.4196359	0.8953419	0.4989562
36_BRAFL	0.21028769	0.972389	0.41728055	0.84235704	0.45251054	0.22011238	0.36255753	0.26844907	0.3118307	0.39229184	0.13150632	0.5283403	0.41234523	0.1895966	5.7667494E-4	0.63766736	0.67283815	0.62274474	0.5147935	0.81403774	0.8514751	0.7269506	0.47157425	0.14208168	0.5894024	0.44775718	0.95453393	0.07281679	0.88981014	0.81235546
33_BRAFL	0.84691125	0.33821714	0.505414	0.96570474	0.7496595	0.65659255	0.9774101	0.55842865	0.044787288	0.511948	0.4838943	0.637037	0.6491494	0.7259545	0.9547663	0.6856246	0.9196458	0.3101766	0.4106474	0.8965471	0.02289021	0.635066	0.33083183	0.46602124	0.64916927	0.61785233	0.27340293	0.59512466	0.21337914	0.89138556
